1.000000000000000000e+00,9.208565709578811487e-02,-3.658977948664821622e-01,7.280996661227135958e-01,8.125073567940348518e-01,1.652383527157074428e-01,4.900434924464096564e-01,2.575301988102274287e-01,3.717438286942414405e-01,5.905426460380330811e-01,8.320364364497938592e-01,4.886065218995180315e-01,3.767488950693570482e-01,2.766866388331482018e-01,-9.718213562780458892e-02,2.841940075410601119e-01,3.874486947613087762e-01,7.600213287378290716e-02,3.524266447820523784e-01,5.037231243094955069e-01,5.479470482110089247e-01,3.514454575458555996e-01,4.059536946301210425e-01,1.160023017311637150e-01,2.459587185985528668e-01,3.785067266190959012e-01,2.517811069395847756e-01,2.369382493797081712e-01,2.338338322684717085e-01,3.707554345389825756e-01,5.189552234213646864e-01,5.999522323621566677e-01,1.913414871290501362e-01,3.917783627973174254e-01,5.793651839966079686e-02,2.908942656493785917e-01,3.125530496503681199e-01,2.431109809166657199e-01,3.495650205234893670e-01,2.014868352610103275e-01,1.790603390664503580e-01,4.135943993981262556e-01,2.926131434753860283e-01,3.020320967342339236e-01,2.877750050458748876e-01,2.942738026084131264e-01,2.814864442337713935e-01,2.194911715101572902e-01,2.065954807547340233e-01,2.853272387071564831e-01,2.477329334916479886e-01,2.532876267312537122e-01,2.916475191315415771e-01,1.112652119003436912e-01,2.583283851719825330e-01,2.722176482695648492e-01,2.201532344854122691e-01,2.201532344854122691e-01,4.152776883194327084e-02,2.663805988026767269e-01,1.539800718476781460e-01,-8.994849045255114833e-03,2.478492073671072563e-02,4.513382568845745318e-02,3.468619504521600061e-01,9.102928299304811899e-02,2.857957693262020982e-01,2.870324518344357090e-01,2.876709614236294121e-01,2.850091110312995002e-01,2.588759947141867634e-01,6.398184056621127047e-02,2.828616895104572038e-01,1.342745482907022614e-01
9.208565709578812875e-02,1.000000000000000000e+00,3.345191360484897625e-01,8.811221621168968676e-02,1.374280245161045855e-01,3.961073668272399595e-02,1.410984111661613971e-01,4.919680057181832072e-02,1.202173110462376182e-01,-1.335821990159370143e-01,-5.821756116897320449e-02,6.907707409773101992e-02,1.154912514406712665e-01,1.877344566585720798e-01,7.046961247724319033e-02,1.354394184049451388e-01,9.098726415649269206e-02,-6.013306908274956841e-02,-4.932049216836315031e-02,1.220657684279426447e-01,5.827488020897621940e-02,-4.223052707789100475e-03,1.034323155348363110e-01,2.668604431450836631e-03,2.210886698437221909e-01,1.008235472444782982e-01,6.109590057809432401e-02,5.186860837554201076e-02,2.714203212697156864e-03,1.251867511681988183e-02,2.252756990258957329e-02,3.139459900714490492e-02,1.160103292351950532e-01,-3.799995790338754620e-02,9.571363492719862087e-01,-4.032114826851471157e-02,1.082477526012335101e-01,1.114950112429079626e-01,7.478242246488484013e-02,1.424193076907958877e-01,8.097648459027581569e-02,1.172869615312127634e-01,-2.582259978296583963e-02,-2.434882580104105396e-02,-2.014572558796210236e-02,-2.116589168526021233e-02,-1.051084630453127944e-02,1.095144006862074082e-01,1.959215434608512288e-02,-5.891911309381028285e-03,2.876535088635366350e-03,5.901528837882430390e-04,-3.777643021901961381e-03,3.170717106515501260e-02,-2.573332412730452903e-03,-2.024243995073934932e-02,1.780484639919374112e-01,1.780484639919374112e-01,6.233034589635481904e-02,1.541401591696449358e-01,1.642457211271385886e-01,3.187573989534254332e-02,6.053127294960114479e-02,5.729197635587995191e-02,7.379656866914038882e-02,1.196629301302646643e-02,-5.120065741113124028e-03,-5.253336418047149792e-02,-4.871414753714154583e-02,-5.116844798217869833e-02,-4.357823499742790457e-02,-6.342038539649297313e-02,-5.805802208572052869e-02,-4.953958721942473137e-02
-3.658977948664821622e-01,3.345191360484897625e-01,1.000000000000000000e+00,-3.938907512972009139e-01,-3.932301606236707214e-01,-2.168352162988253784e-01,-3.059271048887772793e-01,-2.483217921892817981e-01,-2.087186207281244987e-01,5.719199150917433222e-02,-1.389823999670929122e-01,-4.113886124796650723e-02,4.793468489320702741e-02,-7.397264075110395083e-03,1.506925487473728155e-02,-6.295296165741962047e-02,-2.245568232949188281e-01,-1.266164505999838041e-01,-2.211520061811651783e-01,-3.075003044797758878e-01,-2.907709519648520313e-01,-2.505027489261034135e-01,-2.746430281106789217e-01,-1.167234812539095640e-01,-1.677765178385035583e-01,-3.180302877190090416e-01,-2.612507116143100161e-01,-1.993844563212869014e-01,-2.477839503768282381e-01,-1.302559865318194399e-01,-2.356116031555911816e-01,-2.980022917942215521e-01,-1.084019587587381067e-01,-2.564597296334330534e-01,3.565205967031022660e-01,-3.625377000532038485e-01,-1.100857769944786069e-01,-1.603357986145455827e-01,-2.717911449305812077e-01,-8.936680381109257665e-03,-1.827676870089004479e-01,-1.926006119615278067e-01,-2.333275537997587523e-01,-2.255327722579885952e-01,-2.559132230403534658e-01,-2.186778618485995807e-01,-2.563854976231755844e-01,-2.307186749359414202e-01,-1.497902327213626872e-01,-2.158127437534387572e-01,-2.377396226557217385e-01,-2.605760159543073495e-01,-2.102132762250248366e-01,-1.022161364053721100e-01,-2.053442569019078012e-01,-2.203090760136015847e-01,-2.223305162247781464e-01,-2.223305162247781464e-01,-1.809370564438845530e-01,-1.416334943311937378e-01,-1.884487665647565369e-01,-1.084764447703164131e-01,-1.698472373317798101e-01,-1.803714390724151240e-01,-2.740571018823512173e-01,-1.961801899834096918e-01,-2.673934948937465861e-01,-3.547042628519347374e-01,-3.547761910236043592e-01,-3.501500660353069061e-01,-3.083066065041604742e-01,-3.905724688108194037e-02,-3.485009166135913383e-01,-1.292081695545113651e-01
7.280996661227135958e-01,8.811221621168968676e-02,-3.938907512972009139e-01,1.000000000000000000e+00,8.821223555189937615e-01,7.610443396855195441e-01,7.750117901596625947e-01,6.897123471612902623e-01,3.626600263686065029e-01,3.192910579615039768e-01,5.262038286969917822e-01,3.353553978905804422e-01,3.176338427280984700e-01,2.411244945907401460e-01,3.479401399290493746e-01,4.986399739809256881e-01,3.322018717323821368e-01,8.812307881496399264e-02,2.431876897029197904e-01,4.298296075521696458e-01,4.469371016811716224e-01,3.249021677531855334e-01,3.914563220571182223e-01,1.509969340567478835e-01,2.432635429093979174e-01,3.899718292221703297e-01,3.575459534731131872e-01,2.944769478951050345e-01,1.988538545349606834e-01,2.660827811240425445e-01,3.928284203249550743e-01,7.441936434107792042e-01,1.388839931883558976e-01,3.345510745265978247e-01,6.595312799742610033e-02,2.391675615701534807e-01,4.841811788437263564e-01,1.959636934913896733e-01,3.600532430080640167e-01,2.057654460261695017e-01,2.185130969428308867e-01,3.531378204022168066e-01,3.356840365646677760e-01,3.538408530577693001e-01,3.735931138074869429e-01,3.503646758807122397e-01,3.818240273711191457e-01,2.474995231393307127e-01,1.843552747088772203e-01,3.106704569685086459e-01,3.413352031886001670e-01,3.522566670419337576e-01,3.239051352683869900e-01,1.864562493293761836e-01,3.040295895133744986e-01,3.151466736268545565e-01,2.100340146218287185e-01,2.100340146218287185e-01,5.637493822231041951e-02,2.327638816438487857e-01,1.537419320205784534e-01,1.005600945538695674e-02,4.138511779173319888e-02,6.445394537018889203e-02,3.588797423142223164e-01,1.734850818994308208e-01,3.204206158739880128e-01,2.273601888218493849e-01,2.269535840917298597e-01,2.271133211239356742e-01,2.013537310423111348e-01,6.397825313176321027e-02,2.253718426600727076e-01,1.184038741252872451e-01
8.125073567940349628e-01,1.374280245161045855e-01,-3.932301606236707214e-01,8.821223555189938725e-01,9.999999999999998890e-01,5.379274929380306602e-01,8.903532784161454217e-01,5.613492370769149753e-01,3.522059768802379698e-01,3.290968804700625250e-01,5.761810848552705311e-01,3.580443199657574738e-01,3.795858398527709454e-01,3.082718796293189567e-01,1.888286033965719257e-01,5.790994932737261180e-01,3.422387122337186005e-01,6.412864180393029745e-02,2.642547221137809821e-01,4.510727298712003397e-01,4.738331118602913672e-01,3.108259785503724726e-01,4.019871129424935075e-01,1.367483014062743918e-01,2.323580585676808252e-01,3.775895136489719195e-01,3.057217472885783716e-01,2.763055223428914076e-01,2.107555182472836963e-01,2.605084777052978362e-01,4.156594817279484211e-01,6.789141889193757162e-01,1.741879045081599908e-01,3.484494673976080703e-01,1.079366383730741563e-01,2.604930499315741832e-01,3.932868448180138476e-01,2.246902736514884702e-01,3.531602925219528566e-01,2.069115648420117304e-01,2.621416869769404578e-01,3.680927269452752837e-01,2.855265902674928857e-01,3.068744669882674247e-01,3.321920378519393480e-01,3.047652834382132414e-01,3.421273034998342788e-01,2.143347732163040642e-01,1.865896630050124794e-01,2.747334743793031220e-01,2.914664180103970215e-01,2.872120933616933991e-01,2.858615365568746292e-01,1.620282165484294434e-01,2.581597590207701520e-01,2.620940252780152857e-01,2.796869285014972339e-01,2.796869285014972339e-01,1.058649630238195777e-01,2.741462472749060519e-01,2.246977836078085378e-01,5.021533835074046270e-02,9.162086003074708385e-02,1.130456187459148998e-01,3.519208321131557238e-01,1.373408584753012252e-01,3.084225529143813649e-01,2.494024915423757316e-01,2.498676746689662553e-01,2.480459483229998929e-01,2.324546928365003318e-01,5.859170138054600740e-02,2.455924817678528382e-01,1.231803050079215006e-01
1.652383527157074428e-01,3.961073668272399595e-02,-2.168352162988254062e-01,7.610443396855195441e-01,5.379274929380306602e-01,1.000000000000000000e+00,7.061894495659548632e-01,7.897284441132154109e-01,2.369940695030688660e-01,-4.311301389327603512e-02,3.684385183008345721e-02,7.044555503007886299e-02,1.175539497959059571e-01,1.068936462095353285e-01,5.887851613370148618e-01,4.869705856403420130e-01,1.178845942020359250e-01,8.407301712581360942e-02,2.707324698490875745e-02,1.566439406883468610e-01,1.505430096591121036e-01,1.385705602881301124e-01,1.966329986430881138e-01,1.153597228278572251e-01,1.156193083996216869e-01,2.024984346386452805e-01,2.608864586281803288e-01,2.049021392891349491e-01,6.656126532507815330e-02,5.677304268876761512e-02,1.029357946642427968e-01,5.057823763548598972e-01,2.616583142433692027e-02,1.158805389422987303e-01,4.825644716029454939e-02,7.604534977283342045e-02,4.050258666973656219e-01,6.059189708092339866e-02,1.795991624788719210e-01,1.052351946207148864e-01,1.482572153517705826e-01,1.213789335055470986e-01,2.052018051926645936e-01,2.143465350067608466e-01,2.506459025901269233e-01,2.112660669228189902e-01,2.626597437935673240e-01,1.230506842415382551e-01,8.075432381700164974e-02,1.680325674962436511e-01,2.465016466218045432e-01,2.478515876170868382e-01,1.820661412874730045e-01,1.562149525605137090e-01,1.832203577087124780e-01,1.919953060981761384e-01,1.170103309463668695e-01,1.170103309463668695e-01,4.951912181784258460e-02,1.002199661961063609e-01,9.535430448137684201e-02,2.733881259584592174e-02,4.364621589127432033e-02,5.729551404902497036e-02,1.821453809190188289e-01,1.642367383416363513e-01,1.939834586082451462e-01,6.258278734058431159e-02,6.071015561246258241e-02,6.338309060238027370e-02,5.193391703807056364e-02,5.077404080357786342e-02,6.392220531971984365e-02,4.452745710259045642e-02
4.900434924464096564e-01,1.410984111661613971e-01,-3.059271048887772793e-01,7.750117901596625947e-01,8.903532784161455327e-01,7.061894495659547522e-01,1.000000000000000000e+00,6.688328055711331155e-01,2.690233884119488939e-01,6.376342462631190422e-02,2.632059588793767002e-01,1.901541765099571124e-01,2.875938974774681633e-01,2.619310575629510973e-01,3.494531275374490598e-01,6.760092286955043939e-01,2.274343239823681528e-01,5.306684282967082111e-02,1.430169787686716709e-01,3.011076037207364720e-01,3.106082125112155645e-01,1.983181755164677429e-01,2.998482143433429670e-01,1.127397902864151480e-01,1.660955101475506679e-01,2.844699092237388260e-01,2.697086938112527865e-01,2.466382988984082980e-01,1.292106943781261563e-01,1.346793830450234986e-01,2.509965475475333108e-01,5.721998764925664283e-01,1.171985819691022390e-01,2.293651230542970432e-01,1.265519693921782762e-01,1.671831965166854783e-01,3.544001788099133132e-01,1.463650453937855034e-01,2.613069358517288721e-01,1.575380030072703330e-01,2.745652764946946434e-01,2.458867935196616117e-01,2.115451510349041220e-01,2.296832087962563107e-01,2.776871393445754510e-01,2.303273453323566866e-01,2.936126495391244151e-01,1.483538095900520104e-01,1.274000104704126057e-01,1.935426900482657975e-01,2.510104812587684031e-01,2.377768849226231385e-01,2.074008898587306471e-01,1.576054547593702948e-01,1.932700231935521040e-01,1.925439015714200119e-01,2.684453683411263669e-01,2.684453683411263669e-01,1.385620978580609508e-01,2.181172442188526184e-01,2.346642930622030165e-01,9.122748190776513999e-02,1.303422100715741494e-01,1.458019400718687242e-01,2.629107020987714871e-01,1.357393194446908369e-01,2.423084437771386712e-01,1.531614825407319469e-01,1.535869822348150948e-01,1.527639174730289484e-01,1.498264604840256475e-01,3.665897470781018935e-02,1.508166068261302672e-01,7.003371366279513566e-02
2.575301988102274287e-01,4.919680057181832766e-02,-2.483217921892817703e-01,6.897123471612902623e-01,5.613492370769148643e-01,7.897284441132155219e-01,6.688328055711331155e-01,1.000000000000000000e+00,2.710161787589451809e-01,-5.693604225437084478e-03,1.098648919412825581e-01,6.150886556875921618e-02,1.350191349818082309e-01,1.274295641778147858e-01,4.116826103058552344e-01,4.335854407885488260e-01,1.231933846888403489e-01,3.781800346934214435e-02,5.282279467283612640e-02,2.070716133509485635e-01,1.927807423587824254e-01,1.803764237594763509e-01,2.032651954143480932e-01,1.336075468897462148e-01,1.632955362363387453e-01,2.572489907463807457e-01,2.521763046326903068e-01,1.620414410791808646e-01,9.005804501951369945e-02,9.064052528242924622e-02,1.501995225660410771e-01,5.325359984173319017e-01,1.219678202716696462e-02,2.347266641445717728e-01,4.502865978584460332e-02,7.995698616951921189e-02,3.467000437778920974e-01,7.639142019077539703e-02,1.898071226992830984e-01,6.122779038612510133e-02,1.164969614288661609e-01,1.218110360313871127e-01,2.226921832438581439e-01,2.147242089975612556e-01,2.621828948361639711e-01,2.075866152390590247e-01,2.663087507650332419e-01,2.003025955178882600e-01,7.978497513682074327e-02,1.907332811497332858e-01,2.328082409604444458e-01,2.618024163428626094e-01,2.079188055472182273e-01,1.528953750609072237e-01,1.996987757929525875e-01,2.149358939116187417e-01,6.502012418154493045e-02,6.502012418154493045e-02,-1.803739079128837894e-02,1.052351888367758642e-01,3.489367947999628961e-02,-2.758638525471616976e-02,-2.413987795849059301e-02,-9.298727017549314119e-03,1.911663983512172926e-01,1.828376552143263500e-01,1.956165979304100300e-01,5.907181912092770992e-02,5.940905520332664252e-02,6.225233270982959838e-02,7.815898693330604330e-02,8.410379597296251467e-03,6.119414578760920542e-02,5.593840736673206387e-02
3.717438286942414960e-01,1.202173110462376182e-01,-2.087186207281244987e-01,3.626600263686065029e-01,3.522059768802379698e-01,2.369940695030688660e-01,2.690233884119488939e-01,2.710161787589451809e-01,9.999999999999998890e-01,1.675254311143199726e-01,2.804907154377906942e-01,2.157847634303049766e-01,2.031982844928851284e-01,1.891996977389698575e-01,9.998227601217876681e-02,2.161045161856292307e-01,3.632142536275186906e-01,1.085977703285938012e-01,2.401422048450991831e-01,4.923847499360597957e-01,5.229408058232216661e-01,3.380847994808935941e-01,4.097297705198475470e-01,2.165564608801439153e-02,2.123050506660925929e-01,4.083122952475253253e-01,2.993298065374520589e-01,3.049577152818837011e-01,1.803157284595395538e-01,2.905981187725977244e-01,4.685844985615564839e-01,1.378592004451001385e-01,2.477261326122649210e-01,2.676967899278874241e-01,1.122645020465197346e-01,2.618385981359103720e-01,2.991715970749236342e-01,2.516585656297259943e-01,3.713676103570188181e-01,5.704489295638038443e-02,1.944280280234882696e-01,3.883683201098792059e-01,2.525784380853784428e-01,2.814341900183408018e-01,2.798556220432787400e-01,2.818895965454842334e-01,2.856805643642454373e-01,2.185214773568796010e-01,2.519153848902324078e-01,2.674205409359348140e-01,2.327936845252190634e-01,2.275520070234193781e-01,2.657306065879591617e-01,6.118040271031237320e-02,2.316942908850918859e-01,2.219079526783286072e-01,1.999568815699118152e-01,1.999568815699118152e-01,4.909357669928698237e-02,2.793490369787735017e-01,1.463914316457941844e-01,1.784137749779752743e-02,3.501649529983989761e-02,4.812452357392160707e-02,3.729832085191471247e-01,2.079863013747298428e-01,3.207755599603097640e-01,2.674909711931935941e-01,2.666392435811932304e-01,2.616452433654061771e-01,2.695219616078518565e-01,2.548386937105122374e-02,2.626940639640192865e-01,1.512842909737731611e-01
5.905426460380330811e-01,-1.335821990159370143e-01,5.719199150917433222e-02,3.192910579615040323e-01,3.290968804700625250e-01,-4.311301389327604205e-02,6.376342462631190422e-02,-5.693604225437084478e-03,1.675254311143200003e-01,9.999999999999998890e-01,8.826039209036895539e-01,3.620989232510191114e-01,2.512604680178734951e-01,8.770073032528290582e-03,-1.725150540748362216e-01,4.255597553298669233e-02,1.759017267402000206e-01,6.905490521767150558e-02,2.307534957264686104e-01,1.815581634495659902e-01,2.987885557537571235e-01,1.756152783077737645e-01,1.293919032138236280e-01,9.793096261383889625e-03,-2.388773166451145166e-02,4.801716048638531020e-02,-2.394502564874296385e-02,1.313146168484303176e-02,1.204855501386738748e-01,3.081322834006692823e-01,3.565632343307229557e-01,2.719208981556552329e-01,2.187400207486397616e-02,1.455132884134979765e-01,-1.369314268454571437e-01,1.409716185770911734e-01,7.149579121244975521e-02,9.910266262746145194e-02,1.191592580651874150e-01,8.437261185869300573e-02,-3.788318138264195473e-02,1.978927785678579188e-01,1.327856145133661514e-01,1.442530052712737709e-01,9.680627944081497682e-02,1.333221707489296859e-01,8.046671845109380772e-02,-1.686686106912098360e-02,9.081918455614247654e-02,1.215032864297314052e-01,5.554776782486514630e-02,4.123109928183946865e-02,1.335969226222029349e-01,1.283392561742686261e-02,9.448290654328686533e-02,1.125934908257836542e-01,-7.888043885560655499e-02,-7.888043885560655499e-02,-1.050102322782212605e-01,9.331772192415143177e-03,-1.116290705674908013e-01,-9.352858141993475316e-02,-1.138563905233263424e-01,-1.009856358104562479e-01,1.167184788300966586e-01,-1.347400182763012003e-02,1.185877806222944836e-01,1.418060700651064265e-01,1.433218874306139146e-01,1.422724908747938222e-01,1.385930151085933426e-01,6.479934693217927200e-02,1.407350174981437940e-01,7.995091803163190125e-02
