"id","repo_fullname","commits_count","commits_days_since_first","commits_days_since_last","commits_total_lines_added","commits_total_lines_removed","commits_avg_added","commits_avg_removed","commits_avg_files_changed","commits_avg_message_length","commits_avg_per_day","commits_avg_per_day_real","commits_max_per_day","contributors_count","contributors_top_avg_commits","contributors_top_avg_participation_week","contributors_top_avg_additions","contributors_top_avg_deletions","forks_count","forks_avg_per_day","forks_avg_max_per_day","issues_total_comments","issues_count","issues_open","issues_labels","issues_avg_labels","issues_avg_closing_time","issues_avg_comment_time","issues_avg_comments","issues_avg_comment_length","issues_avg_title_length","issues_avg_body_length","issues_avg_per_day","issues_avg_per_day_real","issues_max_per_day","repo_size","repo_topics","repo_branches","repo_age_days","repo_workflows","repo_languages","repo_milestones","repo_watchers","repo_deployments","repo_readme_length","repo_network_members","pulls_count","pulls_total_lines_added","pulls_total_lines_removed","pulls_avg_lines_added","pulls_avg_lines_removed","pulls_avg_closing_time","pulls_avg_comments","pulls_avg_review_comments","pulls_avg_Commits","pulls_avg_body_length","pulls_avg_title_length","pulls_avg_files_changed","pulls_avg_labels","pulls_avg_created_per_day","pulls_avg_created_per_day_real","pulls_max_created_per_day","releases_count","releases_tags","releases_total_downloads","releases_avg_body_length","releases_avg_title_length","releases_avg_assets","releases_avg_assets_downloads","releases_avg_assets_size","releases_avg_downloads_per_day","stars_count","stars_avg_per_day_real","stars_max_per_day","wf_count","wf_avg_duration","wf_avg_success_duration","wf_avg_failure_duration","wf_avg_successes_per_day","wf_avg_successes_per_day_real","wf_avg_fails_per_day","created_at","updated_at"
14,"Azure-Samples/AI-Video-Intelligence-Solution-Accelerator",64,992,893,245762,10101,3840,158,12,36,NULL,2,7,5,11,3,3561,163,10,0,1,8,25,16,27,1,0,0,0,53,53,7971,0,1,4,7783,0,23,992,0,9,0,20,0,11616,10,16,1089,538,68,33,0,0,0,1,8201,58,1,1,0,1,4,2,2,0,52,11,0,0,0,NULL,20,1,2,0,0,0,0,0,0,0,"2022-03-01 02:58:16.13666","2022-03-01 02:58:16.13666"
15,"microsoft/SecureDeviceConnectionProtocol",7,1503,1498,1655,290,236,41,3,43,NULL,4,4,3,1,1,134,0,21,0,2,66,24,9,2,0,0,0,2,838,49,620,0,1,3,16,0,1,1503,0,2,0,24,0,4495,23,2,439,2,219,1,0,0,0,2,195,35,3,0,0,1,2,0,0,0,0,0,0,0,0,NULL,24,1,2,0,0,0,0,0,0,0,"2022-03-01 02:58:35.601157","2022-03-01 02:58:35.601157"
16,"poanetwork/blockscout-terraform",264,1404,732,13907,9449,53,36,4,57,NULL,3,9,12,9,3,36,22,29,0,1,195,155,12,80,0,0,0,1,339,41,1112,0,1,7,346,0,9,1406,0,3,0,32,0,2321,31,1,1496,969,1496,969,0,10,0,22,2697,68,63,3,0,1,1,0,0,0,0,0,0,0,0,NULL,32,1,2,0,0,0,0,0,0,0,"2022-03-01 03:01:14.503349","2022-03-01 03:01:14.503349"
17,"Azure/static-web-apps",9,693,257,265,4,29,0,1,23,NULL,2,5,3,3,1,18,0,13,0,1,3405,728,299,347,0,0,0,4,446,55,1287,1,1,8,12,0,1,693,0,0,0,206,0,2405,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,206,1,9,0,0,0,0,0,0,0,"2022-03-01 03:03:06.681484","2022-03-01 03:03:06.681484"
18,"MicrosoftDocs/dynamics365smb-docs-pr.is-is",196,1791,3,249811,167682,1275,856,55,36,NULL,1,6,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47341,0,6,1791,1,1,0,2,0,706,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-01 03:06:48.575194","2022-03-01 03:06:48.575194"
19,"browserstack/browserstack-cypress-cli",766,735,1,71790,19988,94,26,3,59,NULL,3,20,15,32,9,45,17,20,0,1,151,262,10,11,0,0,0,0,192,37,252,0,1,5,1319,0,37,735,0,2,0,37,0,3568,20,7,532,105,76,15,0,0,1,4,11,25,6,0,0,1,1,22,22,0,406,20,0,0,0,NULL,36,1,2,0,0,0,0,0,0,0,"2022-03-01 03:14:16.415194","2022-03-01 03:14:16.415194"
20,"stepquim/Monopolio",23,1693,1657,264,95,11,4,1,16,NULL,5,10,2,6,2,11,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,37,1693,0,1,0,0,0,1564,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-01 03:14:36.402214","2022-03-01 03:14:36.402214"
21,"KumarRobotics/camera_base",53,2738,707,571,232,11,4,1,35,NULL,2,8,4,12,4,14,7,43,0,2,17,5,1,0,0,0,0,3,663,31,1044,0,1,1,29,0,2,2740,0,2,0,12,0,1225,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,12,1,1,0,0,0,0,0,0,0,"2022-03-01 03:15:16.300446","2022-03-01 03:15:16.300446"
22,"cncf/cnf-wg",477,487,14,7492,2805,16,6,1,94,NULL,5,27,32,11,3,11,4,40,0,3,234,160,6,80,0,0,0,1,259,35,239,0,1,8,1488,0,9,467,5,1,1,60,0,2392,42,3,236,0,78,0,0,2,14,4,40,53,1,1,0,1,1,0,0,0,0,0,0,0,0,NULL,60,1,7,38,0.03946150097465887,0.020774853801169592,0.01868664717348928,0,13,1,"2022-03-01 03:20:54.717497","2022-03-01 03:20:54.717497"
23,"Azure-Samples/gaming-serverless-matchmaker",13,1084,388,1590,85,122,7,2,15,NULL,3,9,5,2,1,122,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,1,1084,0,1,0,6,0,847,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,327,0,57,1,65,15637,NULL,6,1,1,0,0,0,0,0,0,0,"2022-03-01 03:21:11.942415","2022-03-01 03:21:11.942415"
24,"Azure/spark-cdm-connector",128,760,20,12768,2554,100,20,2,33,NULL,2,8,4,26,12,117,19,24,0,2,279,87,13,9,0,0,0,3,477,43,1802,0,1,4,115167,0,12,763,0,1,0,51,0,903,24,1,1,1,1,1,0,0,0,1,103,65,1,0,0,1,1,13,13,108,212,16,0,9,7391314,NULL,51,1,2,0,0,0,0,0,0,0,"2022-03-01 03:22:50.881555","2022-03-01 03:22:50.881555"
25,"MicrosoftDocs/core-docs.be-BY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,801,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,1336,0,1,0,2,0,1077,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-01 03:22:59.697837","2022-03-01 03:22:59.697837"
26,"osmlab/mapmote",14,3478,3400,4282,3132,306,224,3,19,NULL,4,7,1,13,3,349,261,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0,2,2863,0,0,0,0,0,1293,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-01 03:23:16.446189","2022-03-01 03:23:16.446189"
27,"Azure/net-storm-multilang-adapter",75,1434,1259,11099,3891,148,52,7,36,NULL,3,12,5,5,2,55,38,5,0,1,1,4,1,0,0,0,0,0,53,30,43,0,1,1,36538,0,4,1417,0,2,0,3,0,4795,6,1,2,2,2,2,0,1,0,1,25,14,1,0,0,1,1,0,0,0,0,0,0,0,0,NULL,3,1,1,0,0,0,0,0,0,0,"2022-03-01 03:24:09.884563","2022-03-01 03:24:09.884563"
28,"microsoft/azure-pipelines-yaml",691,1481,75,26873,9260,39,13,3,54,NULL,3,16,55,8,3,33,18,612,0,4,1690,553,18,287,0,0,0,3,365,46,698,0,1,8,1895,0,82,1265,2,0,0,866,0,1819,647,16,958,114,59,7,0,0,0,1,186,37,1,0,0,1,2,0,0,0,0,0,0,0,0,NULL,866,1,5,2,0.000792824074074074,0.000792824074074074,0,0,1,0,"2022-03-01 03:32:17.25624","2022-03-01 03:32:17.25624"
29,"MicrosoftDocs/office-developer-outlook-pia-ref-dotnet.zh-CN",19,1321,248,341186,22427,17957,1180,65,35,NULL,1,5,4,4,2,17957,1180,2,0,1,2,2,2,0,0,0,0,1,3069,123,29,0,2,2,15113,0,7,1321,0,1,0,2,0,439,2,2,11,6,5,3,0,1,0,1,29,123,1,0,0,1,2,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-01 03:32:52.639233","2022-03-01 03:32:52.639233"
30,"MicrosoftDocs/azure-docs-sdk-go.ko-KR",48,1475,937,2321,830,48,17,2,30,NULL,1,4,3,16,10,48,17,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,4,1475,0,1,0,2,0,503,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-01 03:33:31.134321","2022-03-01 03:33:31.134321"
31,"MicrosoftDocs/E2E_Pri_SR.zh-cn2",73,1629,1622,860,335,12,5,1,105,NULL,15,22,1,73,2,11,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,4,1629,0,1,0,2,0,373,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-01 03:34:23.496313","2022-03-01 03:34:23.496313"
32,"hk-park/socket2018YA",25,1267,1174,870,43,35,2,5,27,NULL,2,4,1,18,9,37,2,3,0,1,0,3,2,0,0,0,0,0,0,5,0,0,1,1,772,0,49,1246,0,1,0,7,0,3299,3,2,423,15,211,7,0,0,0,2,0,7,6,0,0,1,1,0,0,0,0,0,0,0,0,NULL,7,3,5,0,0,0,0,0,0,0,"2022-03-01 03:34:47.955032","2022-03-01 03:34:47.955032"
33,"MicrosoftDocs/Shaya-test-sync-02",12,1198,78,570,11,48,1,2,60,NULL,6,11,2,5,1,56,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,1198,0,1,0,1,0,373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-01 03:35:04.489173","2022-03-01 03:35:04.489173"
34,"MicrosoftDocs/bot-docs",4244,1867,108,3612760,4774144,851,1125,10,211,NULL,8,81,99,20,5,928,782,337,0,4,4563,2175,14,2402,1,0,0,2,294,44,834,1,2,45,204808,0,6,1743,0,0,5,106,0,2069,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,106,1,2,0,0,0,0,0,0,0,"2022-03-01 04:21:54.46499","2022-03-01 04:21:54.46499"
35,"MicrosoftDocs/opsmgr-docs-rest-apis",93,1502,89,14632,2672,157,29,10,46,NULL,2,11,10,5,3,441,344,11,0,2,66,42,5,0,0,0,0,1,4079,30,61,0,1,5,302,0,12,1502,0,1,0,5,0,374,11,4,7,3,1,0,0,1,0,1,48,18,1,0,0,1,1,0,0,0,0,0,0,0,0,NULL,5,1,1,0,0,0,0,0,0,0,"2022-03-01 04:23:04.368752","2022-03-01 04:23:04.368752"
36,"alefiap/exemplo-js_1TDSS",2,1753,1753,52,5,26,3,2,16,NULL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,23,1753,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-01 04:23:14.585152","2022-03-01 04:23:14.585152"
37,"Azure-Samples/gaming-cognitive-services-text-to-speech",30,1084,388,1487,326,50,11,1,25,NULL,3,15,6,4,1,51,8,3,0,1,0,1,0,0,0,0,0,0,0,70,636,0,1,1,39,0,1,1084,0,1,0,2,0,981,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,336,0,50,1,67,10829,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-01 04:23:41.404762","2022-03-01 04:23:41.404762"
38,"Wason1797/PROC-OOP-Experiment-PA",12,862,860,5919,250,493,21,12,33,NULL,6,10,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,46,5311,0,1,1,1157,0,45,862,0,5,0,0,0,85,0,4,293,31,73,7,0,0,0,1,5311,46,4,0,0,1,1,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-01 04:24:00.466983","2022-03-01 04:24:00.466983"
39,"CIDARLAB/clotho3JSAPI",86,2991,2427,3399,2451,40,29,1,35,NULL,3,9,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,3,2991,0,2,0,0,0,13939,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-01 04:24:52.971294","2022-03-01 04:24:52.971294"
40,"Azure-Samples/azure-functions-event-grid-terraform",20,756,264,2485,1330,124,67,4,45,NULL,2,5,3,6,2,112,70,20,0,2,3,3,1,0,0,0,0,1,177,35,111,0,1,1,721,5,1,756,0,4,0,22,0,3443,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,264,0,64,0,52,682644,NULL,22,1,1,0,0,0,0,0,0,0,"2022-03-01 04:25:16.959179","2022-03-01 04:25:16.959179"
41,"microsoft/testfx",450,2033,4,492748,369818,1095,822,13,246,NULL,2,6,79,4,2,1557,1220,191,0,3,3453,1036,139,602,0,0,0,3,406,55,884,0,1,10,19778,10,13,2033,2,7,7,454,0,3237,196,3,60,21,20,7,0,0,2,25,478,52,3,0,0,1,1,33,33,0,347,8,0,0,0,NULL,454,1,21,4,0.010419560185185184,0.008258101851851852,0.0021614583333333334,0,1,0,"2022-03-01 04:32:33.047786","2022-03-01 04:32:33.047786"
42,"Azure/oav-express",36,1778,1662,17304,281,481,8,5,46,NULL,7,18,4,6,1,362,6,6,0,1,22,18,2,16,0,0,0,1,135,39,70,0,2,6,478,6,2,1778,0,3,0,1,0,844,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-01 04:33:06.033833","2022-03-01 04:33:06.033833"
43,"Azure/terramodtest",44,1545,456,532,174,12,4,2,28,NULL,3,9,6,6,2,18,10,9,0,1,5,6,2,0,0,0,0,0,147,34,208,0,1,1,31,0,3,1545,0,2,0,8,0,570,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,23,0,0,0,NULL,8,1,1,0,0,0,0,0,0,0,"2022-03-01 04:33:40.67343","2022-03-01 04:33:40.67343"
44,"mthembbu/Skietbaan_Fe",2693,1126,1023,533731,314707,198,117,5,47,NULL,32,100,8,132,9,70,34,1,0,1,11,861,20,27,0,0,0,0,42,18,179,0,8,38,94052,0,76,1126,0,3,0,0,0,0,1,20,420250,222369,21012,11118,0,0,0,1,5936,51,2,1,0,1,1,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-01 05:20:47.54258","2022-03-01 05:20:47.54258"
45,"orove/birthdayzone",13,1756,1756,363,10,28,1,2,32,NULL,13,13,5,2,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1414,0,4,1756,0,2,0,1,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-01 05:21:02.783577","2022-03-01 05:21:02.783577"
46,"Azure-Samples/functions-distributed-tracing-sample",28,1167,1134,2659,134,95,5,5,39,NULL,3,8,0,0,0,0,0,6,0,1,5,5,3,0,0,0,0,1,68,37,537,0,1,1,106,0,2,1167,0,2,0,6,0,3674,6,2,3,3,1,1,0,0,0,1,487,25,1,0,0,1,1,0,0,0,0,0,0,0,0,NULL,6,1,1,0,0,0,0,0,0,0,"2022-03-01 05:21:30.407308","2022-03-01 05:21:30.407308"
47,"juanpablo97/TerceroMatutinaA",9,620,617,2235,157,248,17,4,17,NULL,2,5,1,3,1,91,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,1,620,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-01 05:21:54.814465","2022-03-01 05:21:54.814465"
48,"githubteacher/intro-february-2016",81,2219,2202,309,26,4,0,1,52,NULL,41,75,34,1,1,3,0,23,0,20,220,108,44,15,0,0,0,2,30,18,40,0,13,96,38,0,39,2219,0,1,0,10,0,209,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,10,5,9,0,0,0,0,0,0,0,"2022-03-01 05:22:50.380986","2022-03-01 05:22:50.380986"
49,"TechLabs-Berlin/git-configuration-test",256,453,87,51,0,0,0,0,29,NULL,9,35,2,1,1,25,0,1,0,1,0,1,0,0,0,0,0,0,0,20,21,0,1,1,37,0,2,453,1,0,0,2,0,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,6,0.011255787037037036,0.010316358024691358,0.000939429012345679,0,5,0,"2022-03-01 05:25:11.595475","2022-03-01 05:25:11.595475"
50,"humphd/hacktoberfest-at-seneca-2018",28,1248,1232,1138,549,41,20,2,51,NULL,6,13,0,0,0,0,0,8,0,2,32,23,1,1,0,0,0,1,193,42,397,0,2,14,41,3,1,1248,0,0,0,16,0,4407,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,16,2,8,0,0,0,0,0,0,0,"2022-03-01 05:25:36.742546","2022-03-01 05:25:36.742546"
51,"MicrosoftDocs/CSIDev-Public-Prod",7,1187,640,661,11,94,2,4,39,NULL,2,3,2,3,2,94,1,6,0,1,103,33,7,85,2,0,0,3,396,17,161,0,1,4,198,0,12,1187,0,1,0,2,0,373,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-01 05:25:53.37793","2022-03-01 05:25:53.37793"
52,"MicrosoftDocs/azure-docs-sdk-python.zh-CN",6,1656,410,54569,83,9095,14,2,59,NULL,1,1,2,3,3,9094,13,2,0,1,7,4,0,0,0,0,0,1,3144,23,109,0,2,3,5433,0,4,1656,0,1,0,2,0,373,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-01 05:26:10.075396","2022-03-01 05:26:10.075396"
53,"Azure/azure-ulib-c",107,1139,111,103018,54231,963,507,16,54,NULL,2,12,9,11,6,1116,632,3,0,1,73,86,3,1,0,0,0,0,316,37,21,0,1,3,1430,0,18,1139,1,6,0,14,49,8848,3,2,1951,63,975,31,0,0,41,2,0,58,8,0,0,1,1,0,0,0,0,0,0,0,0,NULL,14,1,3,2,0.006903935185185185,0.0015451388888888889,0.005358796296296296,0,7,0,"2022-03-01 05:27:46.299751","2022-03-01 05:27:46.299751"
54,"Azure-Samples/java-management",5,649,649,158,0,32,0,1,24,NULL,5,5,1,4,1,33,0,1,0,1,0,1,1,0,0,0,0,0,0,16,51,0,1,1,1377,0,7,649,0,0,0,0,0,3213,1,1,106,83,106,83,0,0,1,3,51,16,2,0,0,1,1,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-01 05:27:59.945991","2022-03-01 05:27:59.945991"
