"id","repo_fullname","commits_count","commits_days_since_first","commits_days_since_last","commits_total_lines_added","commits_total_lines_removed","commits_avg_added","commits_avg_removed","commits_avg_files_changed","commits_avg_message_length","commits_avg_per_day","commits_avg_per_day_real","commits_max_per_day","contributors_count","contributors_top_avg_commits","contributors_top_avg_participation_week","contributors_top_avg_additions","contributors_top_avg_deletions","forks_count","forks_avg_per_day","forks_avg_max_per_day","issues_total_comments","issues_count","issues_open","issues_labels","issues_avg_labels","issues_avg_closing_time","issues_avg_comment_time","issues_avg_comments","issues_avg_comment_length","issues_avg_title_length","issues_avg_body_length","issues_avg_per_day","issues_avg_per_day_real","issues_max_per_day","repo_size","repo_topics","repo_branches","repo_age_days","repo_workflows","repo_languages","repo_milestones","repo_watchers","repo_deployments","repo_readme_length","repo_network_members","pulls_count","pulls_total_lines_added","pulls_total_lines_removed","pulls_avg_lines_added","pulls_avg_lines_removed","pulls_avg_closing_time","pulls_avg_comments","pulls_avg_review_comments","pulls_avg_Commits","pulls_avg_body_length","pulls_avg_title_length","pulls_avg_files_changed","pulls_avg_labels","pulls_avg_created_per_day","pulls_avg_created_per_day_real","pulls_max_created_per_day","releases_count","releases_tags","releases_total_downloads","releases_avg_body_length","releases_avg_title_length","releases_avg_assets","releases_avg_assets_downloads","releases_avg_assets_size","releases_avg_downloads_per_day","stars_count","stars_avg_per_day_real","stars_max_per_day","wf_count","wf_avg_duration","wf_avg_success_duration","wf_avg_failure_duration","wf_avg_successes_per_day","wf_avg_successes_per_day_real","wf_avg_fails_per_day","created_at","updated_at"
287,"Azure-Samples/azure-go-labs",24,1291,903,4253,263,177,11,4,33,NULL,3,7,8,2,1,80,4,13,0,3,2,5,0,0,0,0,0,0,32,20,444,0,1,3,314,0,1,1291,0,4,0,12,0,1943,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,306,0,13,1,306,300273,NULL,12,1,2,0,0,0,0,0,0,0,"2022-03-05 03:54:49.501153","2022-03-05 03:54:49.501153"
288,"MicrosoftDocs/content-templates",85,1400,261,4572,998,54,12,2,40,NULL,3,8,6,11,4,41,11,20,0,2,12,21,4,0,0,0,0,0,112,30,37,0,1,1,123,0,8,1400,0,0,0,16,0,2052,20,3,54,2,18,0,0,1,0,1,0,29,1,0,0,1,1,0,0,0,0,0,0,0,0,NULL,16,1,1,0,0,0,0,0,0,0,"2022-03-05 03:55:48.061494","2022-03-05 03:55:48.061494"
289,"MicrosoftDocs/mslearn-text-analytics",6,1145,1144,773,0,129,0,1,27,NULL,6,6,3,1,1,154,0,7,0,1,1,1,0,0,0,0,0,1,25,27,0,0,1,1,74,0,1,1145,0,0,0,7,0,2052,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,7,1,1,0,0,0,0,0,0,0,"2022-03-05 03:56:01.775165","2022-03-05 03:56:01.775165"
290,"MicrosoftDocs/visualfsharpdocs",745,2332,716,972365,594055,1305,797,21,65,NULL,7,31,52,3,1,41,151,118,0,5,850,354,57,165,0,0,0,2,796,33,171,0,2,26,50370,0,5,2332,0,4,2,101,0,1256,118,26,119,65,4,2,0,1,0,1,67,38,1,0,0,1,2,0,0,0,0,0,0,0,0,NULL,101,1,8,0,0,0,0,0,0,0,"2022-03-05 04:04:13.466407","2022-03-05 04:04:13.466407"
291,"Azure-Samples/azure-cosmos-db-mongodb-dotnet-getting-started",15,1760,504,164432,38351,10962,2557,25,32,NULL,2,5,6,1,1,6571,1919,35,0,2,7,12,6,2,0,0,0,0,121,37,1130,0,1,1,2188,0,2,1760,0,5,0,32,0,2063,36,5,244,5897,48,1179,0,0,0,6,2106,35,10,0,0,1,1,4,4,717,0,59,1,179,948102,NULL,32,1,2,0,0,0,0,0,0,0,"2022-03-05 04:04:42.570371","2022-03-05 04:04:42.570371"
292,"Azure-Samples/usql-cognitive-text-hello-world",13,1623,1589,650,92,50,7,1,15,NULL,3,8,2,3,1,76,0,3,0,1,2,1,1,0,0,0,0,2,1864,115,1161,0,1,1,13,0,1,1623,0,0,0,0,0,1656,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-05 04:04:57.908839","2022-03-05 04:04:57.908839"
293,"Azure/sonic-stp",6,2042,324,11886,62,1981,10,8,70,NULL,1,2,3,2,1,1981,10,10,0,1,1,24,0,1,0,0,0,0,144,34,24,0,1,4,93,0,1,2207,0,5,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,4,1,1,0,0,0,0,0,0,0,"2022-03-05 04:05:13.729944","2022-03-05 04:05:13.729944"
294,"Adalab/soluciones-alumnas-f",60,1089,947,177258,14285,2954,238,6,34,NULL,2,4,14,3,2,2538,327,2,0,1,54,170,108,149,0,0,0,0,39,57,4689,0,3,10,14085,0,146,1089,0,3,0,8,0,1801,2,108,30941,2399,286,22,0,0,0,1,5285,61,1,0,0,1,7,0,0,0,0,0,0,0,0,NULL,8,1,3,0,0,0,0,0,0,0,"2022-03-05 04:39:44.204547","2022-03-05 04:39:44.204547"
295,"Azure/k8s-bake",46,865,3,829134,816978,18025,17760,18,91,NULL,2,5,13,3,1,21200,20959,15,0,1,51,54,2,7,0,0,0,0,120,29,225,0,1,3,17645,0,18,865,8,2,0,24,0,3450,18,1,6418,1197,6418,1197,0,0,0,8,108,14,29,0,0,1,1,3,3,0,32,18,0,0,0,NULL,24,1,2,32,0.03785011574074074,0.03565827546296296,0.002191840277777778,0,8,0,"2022-03-05 04:41:22.156525","2022-03-05 04:41:22.156525"
296,"MicrosoftDocs/OfficeDocs-O365ServiceDescriptions-pr.ja-JP",506,1263,14,91633,75847,181,150,6,26,NULL,1,4,4,126,42,181,150,2,0,1,2,2,2,0,0,0,0,1,1587,123,29,0,2,2,23365,0,6,1263,0,1,0,3,0,540,2,2,10,7,5,3,0,1,0,1,29,123,1,0,0,1,2,0,0,0,0,0,0,0,0,NULL,3,1,1,0,0,0,0,0,0,0,"2022-03-05 04:48:33.167885","2022-03-05 04:48:33.167885"
297,"MicrosoftDocs/DocsLegal-pr.fil-PH",43,998,89,4107,2055,96,48,2,38,NULL,2,7,8,3,2,84,52,3,0,1,18,15,0,0,0,0,0,1,1801,24,4,0,1,3,92,0,6,998,0,1,0,2,0,104,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-05 04:59:15.759351","2022-03-05 04:59:15.759351"
298,"XRFoundation/UniversalVolumetric",273,307,10,98837,67856,362,249,5,52,NULL,3,19,8,19,5,75,82,12,0,2,3,87,14,0,0,0,0,0,599,40,2363,0,1,9,241942,3,6,307,0,11,0,58,0,3492,12,3,3,3,1,1,0,0,0,1,2060,46,1,0,0,1,1,0,0,0,0,0,0,0,0,NULL,58,1,5,0,0,0,0,0,0,0,"2022-03-05 05:03:05.36038","2022-03-05 05:03:05.36038"
299,"microsoft/wsl-drvfs-stack-formatter",3,1323,1323,105,0,35,0,2,10,NULL,3,3,1,3,1,35,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1323,0,1,0,8,0,676,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,8,1,1,0,0,0,0,0,0,0,"2022-03-05 05:09:50.35911","2022-03-05 05:09:50.35911"
300,"MicrosoftDocs/vn-test-pr.fr-FR",2,1365,820,577,43,289,22,5,89,NULL,1,1,2,1,1,288,21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,1365,0,1,0,1,0,373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-05 05:10:00.191988","2022-03-05 05:10:00.191988"
301,"Azure-Samples/mipsdk-policyapi-cpp-sample-basic",39,1260,112,3565,1037,91,27,4,32,NULL,2,7,5,5,3,102,21,6,0,1,0,13,2,0,0,0,0,0,0,31,237,0,1,1,92,1,10,1260,0,2,0,2,0,4822,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,317,0,33,1,79,32330,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-05 05:13:02.432718","2022-03-05 05:13:02.432718"
302,"Azure-Samples/microprofile-hello-azure",18,1314,1285,1218,101,68,6,2,37,NULL,3,8,5,2,1,81,5,14,0,3,0,3,2,0,0,0,0,0,0,31,541,0,1,1,26,2,1,1314,0,2,0,6,0,2882,15,1,145,5,145,5,0,0,0,4,897,31,6,0,0,1,1,0,0,0,0,0,0,0,0,NULL,6,1,1,0,0,0,0,0,0,0,"2022-03-05 05:15:36.786458","2022-03-05 05:15:36.786458"
303,"PredixDev/rmd-orchestration",19,1857,1193,6315,2564,332,135,12,14,NULL,1,2,2,4,3,58,42,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,2,2347,0,2,0,2,29,2935,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,25,6,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-05 05:15:56.219732","2022-03-05 05:15:56.219732"
304,"microsoftgraph/msgraph-training-phpapp.de-DE",19,1094,28,14055,1932,740,102,11,23,NULL,1,2,0,0,0,0,0,1,0,1,4,9,5,9,1,0,0,0,17,67,10142,0,1,5,1142,0,9,1094,0,0,0,1,0,1905,1,5,2579,1627,515,325,0,0,0,1,9073,66,1,1,0,1,4,0,0,0,0,0,0,0,0,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-05 05:16:21.151446","2022-03-05 05:16:21.151446"
305,"MicrosoftDocs/kaizala-docs.fr-FR",77,1359,60,25024,7286,325,95,9,26,NULL,1,4,0,0,0,0,0,2,0,1,2,2,2,0,0,0,0,1,1539,123,29,0,2,2,11425,0,6,1359,0,1,0,2,0,2540,2,2,11,6,5,3,0,1,0,1,29,123,1,0,0,1,2,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-05 05:31:49.79387","2022-03-05 05:31:49.79387"
306,"osmlab/editor-presets",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,24,0,0,0,0,17,2,1,0,0,0,0,8,373,30,303,0,1,1,336,0,2,2450,0,0,0,2,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-05 05:42:47.728532","2022-03-05 05:42:47.728532"
307,"joesocktwo/Wall-Street-Bets-Master-Doc",115,728,721,2257,279,20,2,2,36,NULL,16,42,15,6,1,26,13,28,0,5,70,24,3,0,0,0,0,2,101,30,103,0,4,7,77656,0,7,728,0,0,0,125,0,3732,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,125,5,18,0,0,0,0,0,0,0,"2022-03-05 05:49:29.948419","2022-03-05 05:49:29.948419"
308,"spacetelescope/nirspec_pipe_testing_tool",160,553,11,34279,6260,214,39,4,63,NULL,3,14,0,0,0,0,0,9,0,1,3,230,0,0,0,0,0,0,37,40,57,0,1,6,783,0,1,1556,1,1,0,0,0,34225,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,2,0.007025462962962963,0.007025462962962963,0,0,2,0,"2022-03-05 06:01:23.623353","2022-03-05 06:01:23.623353"
309,"Azure/event-grid-iot-edge",10,862,317,6081,733,608,73,17,80,NULL,1,2,1,8,6,890,222,3,0,1,27,13,2,2,0,0,0,2,1118,57,1488,0,1,5,68,0,2,1023,0,1,0,7,0,930,3,1,1,1,1,1,0,0,0,1,3732,58,1,1,0,1,1,0,0,0,0,0,0,0,0,NULL,7,1,1,0,0,0,0,0,0,0,"2022-03-05 06:01:41.868917","2022-03-05 06:01:41.868917"
310,"nicothin/test-git-adv",23,1336,1071,235,24,10,1,2,34,NULL,8,15,5,3,1,12,1,1,0,1,0,15,9,0,0,0,0,0,0,19,8,0,5,8,161,0,25,1336,0,2,0,0,0,0,1,9,494,0,54,0,0,0,0,1,14,22,1,0,0,1,8,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-05 06:02:06.76241","2022-03-05 06:02:06.76241"
311,"Azure-Samples/service-bus-java-manage-queue-with-advanced-features",30,1788,94,7874,1887,262,63,2,24,NULL,1,3,0,0,0,0,0,6,0,1,1,3,0,0,0,0,0,0,154,30,105,0,1,1,89,0,2,1788,0,1,0,1,0,2303,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,341,0,75,1,42,31660,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-05 06:03:36.939496","2022-03-05 06:03:36.939496"
312,"Azure/cortana-intelligence-inventory-optimization",89,1793,1660,11403384,7502693,128128,84300,31,41,NULL,4,20,5,13,2,57598,56930,22,0,1,0,13,3,0,0,0,0,0,0,18,64,0,1,4,50771,0,3,1793,0,3,0,34,0,6804,22,1,2,2,2,2,0,0,0,1,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,NULL,34,1,2,0,0,0,0,0,0,0,"2022-03-05 06:05:23.015709","2022-03-05 06:05:23.015709"
313,"MicrosoftDocs/OfficeDocs-FastTrack-pr.pt-BR",231,1314,30,27249,22588,118,98,6,26,NULL,1,6,0,0,0,0,0,3,0,1,2,2,2,0,0,0,0,1,1561,123,29,0,2,2,5955,0,6,1314,0,1,0,2,0,463,3,2,7,8,3,4,0,1,0,1,29,123,1,0,0,1,2,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-05 06:07:45.308083","2022-03-05 06:07:45.308083"
314,"Azure-Samples/aci-java-manage-container-instances-1",21,1611,94,5228,1339,249,64,2,18,NULL,1,1,9,2,2,372,187,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,2,1620,0,1,0,0,0,1862,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,311,0,83,1,155,30594,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-05 06:08:05.530615","2022-03-05 06:08:05.530615"
315,"MicrosoftDocs/Dynamics-365-Operations.ar-sa",1080,1837,2,1843027,1243440,1707,1151,47,36,NULL,2,19,0,0,0,0,0,6,0,2,53,43,0,0,0,0,0,1,39499,38,38,0,1,4,121589,0,13,1837,0,1,0,2,0,379,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-05 06:25:07.886633","2022-03-05 06:25:07.886633"
316,"Azure/Stormspotter",189,681,107,70111,25314,371,134,7,42,NULL,4,46,6,26,3,399,239,118,0,13,99,62,24,37,0,0,0,1,468,41,2993,0,1,5,32169,0,19,681,2,5,0,995,0,7184,120,17,210,150,12,8,0,0,0,1,4439,45,1,1,0,1,2,9,9,1585,0,21,3,58,29961109,NULL,995,2,139,2,116.62012731481481,0.06522569444444444,116.55490162037037,0,1,0,"2022-03-05 06:27:26.991246","2022-03-05 06:27:26.991246"
317,"NCAR/ccpp-physics",3860,1731,1,5424211,4998050,1405,1295,13,103,NULL,4,47,52,46,14,518,356,83,0,14,2452,828,44,178,0,0,0,2,685,51,497,0,1,12,27433,0,14,1731,1,5,0,34,0,2319,99,7,4170,5170,595,738,0,7,12,3,730,67,16,0,0,1,2,7,7,0,251,23,0,0,0,NULL,34,1,2,24,0.15604793595679012,0.06674720293209876,0.08930073302469135,0,2,0,"2022-03-05 07:33:51.710202","2022-03-05 07:33:51.710202"
318,"MicrosoftDocs/nav-content.it-ch",39,1713,93,58116,9554,1490,245,39,45,NULL,1,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7955,0,6,1713,0,2,0,2,0,12751,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-05 07:34:38.580723","2022-03-05 07:34:38.580723"
319,"Azure-Samples/sql-database-java-get-sql-metrics",15,1439,94,5117,1023,341,68,2,18,NULL,1,1,8,1,1,523,250,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,2,1439,0,1,0,0,0,1922,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,308,0,60,1,44,32690,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-05 07:34:56.449138","2022-03-05 07:34:56.449138"
320,"bestchanges/hello_python",410,1063,160,887495,175820,2165,429,5,36,NULL,5,24,10,23,6,1813,1427,12,0,3,3,44,0,0,0,0,0,0,125,26,14,0,1,5,4050,0,5,1063,0,7,0,13,0,3540,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,13,1,2,0,0,0,0,0,0,0,"2022-03-05 07:38:41.559147","2022-03-05 07:38:41.559147"
321,"MicrosoftDocs/quantum-docs-pr.zh-CN",313,862,346,201777,134324,645,429,31,26,NULL,3,33,8,38,8,648,431,2,0,1,15,8,4,7,0,0,0,1,216,24,704,0,1,1,9247,0,4,862,0,1,0,4,0,373,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,4,1,1,0,0,0,0,0,0,0,"2022-03-05 07:43:23.272415","2022-03-05 07:43:23.272415"
322,"NuGet/docs.microsoft.com-nuget.it-it",356,1827,193,111454,77713,313,218,11,26,NULL,1,5,8,44,17,313,218,0,0,0,7,4,0,0,0,0,0,1,1920,22,0,0,1,2,9323,0,4,1827,0,1,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-05 07:47:04.006398","2022-03-05 07:47:04.006398"
323,"predixdesignsystem/px-mixins-design",63,2354,1104,15921,1215,253,19,3,32,NULL,1,4,9,4,3,367,27,3,0,1,1,1,0,1,1,0,0,1,269,117,112,0,1,1,1770,1,3,2354,0,4,0,0,21,1277,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,43,14,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-05 07:47:43.490432","2022-03-05 07:47:43.490432"
324,"MicrosoftDocs/OfficeDocs-FastTrack",12,1318,291,781,7,65,1,1,35,NULL,2,4,4,2,1,86,0,8,0,1,48,52,1,13,0,0,0,0,350,41,760,0,1,2,16,3,1,1318,0,0,0,6,0,2052,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,6,1,1,0,0,0,0,0,0,0,"2022-03-05 07:48:01.132639","2022-03-05 07:48:01.132639"
325,"ncats/TIDBITs",25,1097,1087,74689,3786,2988,151,2,32,NULL,6,16,4,1,1,954,52,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621,0,2,1097,0,2,0,0,0,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-05 07:48:23.764266","2022-03-05 07:48:23.764266"
326,"MicrosoftDocs/EnableXliffTranformGitHubProd.zh-CN",2,1299,130,607,2,304,1,5,94,NULL,1,1,2,1,1,303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,1299,0,1,0,2,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-05 07:48:35.197148","2022-03-05 07:48:35.197148"
327,"MicrosoftDocs/win32",6959,1389,1,27248361,21542643,3916,3096,17,73,NULL,7,617,100,29,9,7990,6173,948,1,7,2123,1157,31,4197,3,0,0,1,124,37,116,1,2,25,374476,0,5,932,0,1,0,501,0,373,961,31,470,247,15,7,0,1,0,1,186,38,1,4,0,1,2,0,0,0,0,0,0,0,0,NULL,501,1,11,0,0,0,0,0,0,0,"2022-03-05 09:04:20.327623","2022-03-05 09:04:20.327623"
328,"MicrosoftDocs/Test_ServiceAccount.it-IT",2,1109,1109,551,0,276,0,4,62,NULL,2,2,1,1,1,551,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,1109,0,1,0,1,0,373,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-05 09:04:30.906782","2022-03-05 09:04:30.906782"
329,"Azure/RealtimeRDeployment",45,1243,672,2100,1215,47,27,3,27,NULL,2,8,3,14,6,53,32,8,0,1,4,12,2,0,0,0,0,0,45,31,17,0,1,2,641,0,4,1243,0,2,0,19,0,3793,8,1,30,4,30,4,0,1,0,14,0,13,4,0,0,1,1,0,0,0,0,0,0,0,0,NULL,19,1,1,0,0,0,0,0,0,0,"2022-03-05 09:05:04.978759","2022-03-05 09:05:04.978759"
330,"Microsoft/vscode-eslint",626,2321,4,96923,37989,155,61,3,56,NULL,2,13,53,11,4,166,73,280,0,4,7460,1410,45,1057,0,0,0,5,398,50,1041,0,1,10,7247,0,27,2321,0,6,3,1268,0,21885,286,1,2,2,2,2,0,5,0,1,361,47,1,1,0,1,1,16,16,3676,20,17,0,245,266647,NULL,1268,1,11,0,0,0,0,0,0,0,"2022-03-05 09:14:45.512424","2022-03-05 09:14:45.512424"
331,"MicrosoftDocs/mslearn-ha-application-storage-with-grs",7,1011,374,1237,2,177,0,2,28,NULL,2,4,4,1,1,206,0,13,0,1,3,2,0,0,0,0,0,1,148,24,67,0,1,1,26,0,1,1011,0,1,0,6,0,2082,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,6,1,1,0,0,0,0,0,0,0,"2022-03-05 09:14:59.297536","2022-03-05 09:14:59.297536"
332,"Azure/ng-deploy-azure",108,1018,657,14913,25674,138,238,3,71,NULL,3,27,11,7,2,145,107,31,0,2,102,103,32,35,0,0,0,0,395,40,749,0,2,17,225,4,19,1018,0,3,0,77,0,14334,32,7,165,107,23,15,0,0,0,1,966,30,1,0,0,1,1,0,0,0,0,0,0,0,0,NULL,77,1,5,0,0,0,0,0,0,0,"2022-03-05 09:16:15.291667","2022-03-05 09:16:15.291667"
333,"Azure/buffalo-azure",69,1422,1221,8126,2262,118,33,3,102,NULL,2,8,4,16,4,98,23,7,0,1,44,83,18,105,1,0,0,0,148,35,247,0,1,8,164,5,2,1422,0,2,1,29,0,6304,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,108,6,0,0,0,NULL,29,1,3,0,0,0,0,0,0,0,"2022-03-05 09:17:04.880198","2022-03-05 09:17:04.880198"
334,"Azure-Samples/compute-dotnet-manage-virtual-machine-scale-sets",34,1976,411,57985,20305,1705,597,6,29,NULL,1,3,10,3,2,1850,691,7,0,1,0,5,1,1,0,0,0,0,0,28,435,0,1,2,28207,0,2,1985,0,7,0,1,0,1914,7,1,1,1,1,1,0,0,0,1,2179,75,1,1,0,1,1,5,5,310,0,49,0,77,28315615,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-05 09:17:35.956926","2022-03-05 09:17:35.956926"
335,"MicrosoftDocs/microsoft-365-docs-pr.pl-PL",479,1205,0,384439,26217,803,55,8,23,NULL,1,8,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,2,129,18,84,0,1,1,46596,0,4,1205,0,1,0,2,0,6139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-05 09:22:22.445145","2022-03-05 09:22:22.445145"
336,"jcperea/test",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,10,2595,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-05 09:22:29.409352","2022-03-05 09:22:29.409352"
337,"craftgithubuser/craft-common-12",358,73,13,9820,176,27,0,5,32,NULL,13,73,0,0,0,0,0,15,0,3,6,53,0,0,0,0,0,0,18,18,12,0,3,11,258,0,81,74,0,3,0,0,0,94,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-05 09:25:27.171662","2022-03-05 09:25:27.171662"
338,"Azure/azure-render-hub",312,1136,593,92461,19945,296,64,7,81,NULL,4,23,7,33,7,566,293,5,0,1,17,121,18,44,0,0,0,0,128,38,192,0,1,19,2541,3,14,1136,0,7,0,12,0,3397,5,1,4,10,4,10,0,0,0,1,3815,73,1,1,0,1,1,0,0,0,0,0,0,0,0,NULL,12,1,2,0,0,0,0,0,0,0,"2022-03-05 09:28:31.698213","2022-03-05 09:28:31.698213"
339,"Darmatage/DES315_p1_2021",577,425,365,17383269,4438887,30127,7693,20,49,NULL,27,163,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19543,0,31,425,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-05 09:35:23.603948","2022-03-05 09:35:23.603948"
340,"Azure-Samples/cosmosdb-dotnet-create-table-with-virtual-network-rule",3,781,411,35752,7,11917,2,32,16,NULL,1,1,2,1,1,11917,2,1,0,1,0,2,2,1,0,0,0,0,0,57,1327,0,1,1,27570,0,2,782,0,7,0,0,0,1698,1,2,3,3,1,1,0,0,0,1,1327,57,1,0,0,1,1,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-05 09:35:38.488556","2022-03-05 09:35:38.488556"
341,"MicrosoftDocs/azure-docs-sdk-go.sv-SE",39,1479,941,2277,786,58,20,3,31,NULL,1,3,3,13,9,58,20,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,4,1479,0,1,0,2,0,462,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-05 09:36:07.126286","2022-03-05 09:36:07.126286"
342,"Azure-Samples/service-fabric-dotnet-standalone-cluster-configuration",202,1871,14,148644,8784,736,43,12,53,NULL,3,6,7,17,6,889,422,36,0,2,4,66,5,0,0,0,0,0,121,32,46,0,1,4,125,0,28,1872,0,0,0,37,0,10381,37,4,7,7,1,1,0,0,0,1,63,44,1,0,0,1,4,18,18,492,0,47,1,27,411508,NULL,37,1,2,0,0,0,0,0,0,0,"2022-03-05 09:38:25.522931","2022-03-05 09:38:25.522931"
343,"HealthCatalyst/Fabric.Cashmere",2665,1549,2,2622231,1955224,984,734,12,89,NULL,4,29,34,35,11,499,393,59,0,3,3162,1830,79,1471,0,0,0,1,345,37,677,1,2,38,101405,3,22,1549,1,5,0,58,224,1850,63,1,82,19,82,19,0,5,0,1,155,49,9,0,0,1,1,123,123,8,836,6,0,4,99812,NULL,58,1,5,2,0.0022858796296296295,0.0022858796296296295,0,0,1,0,"2022-03-05 10:04:35.41695","2022-03-05 10:04:35.41695"
